module	package	prod_classname	prod_status	test_classname	test_status	test_java_path	prod_java_path
analysis/phonetic	org.apache.lucene.analysis.phonetic	DoubleMetaphoneFilterFactory	MISSING	TestDoubleMetaphoneFilterFactory	MISSING	analysis/phonetic/src/test/org/apache/lucene/analysis/phonetic/TestDoubleMetaphoneFilterFactory.java	analysis/phonetic/src/java/org/apache/lucene/analysis/phonetic/DoubleMetaphoneFilterFactory.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart	HMMChineseTokenizer	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/HMMChineseTokenizer.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart	HMMChineseTokenizerFactory	MISSING	TestHMMChineseTokenizerFactory	MISSING	analysis/smartcn/src/test/org/apache/lucene/analysis/cn/smart/TestHMMChineseTokenizerFactory.java	analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/HMMChineseTokenizerFactory.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart	AnalyzerProfile	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/AnalyzerProfile.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart.hhmm	BigramDictionary	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/BigramDictionary.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart.hhmm	AbstractDictionary	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/AbstractDictionary.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart.hhmm	SegTokenFilter	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegTokenFilter.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart.hhmm	BiSegGraph	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/BiSegGraph.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart.hhmm	SegGraph	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegGraph.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart.hhmm	WordDictionary	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/WordDictionary.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart.hhmm	PathNode	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/PathNode.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart.hhmm	SegToken	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegToken.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart.hhmm	SegTokenPair	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegTokenPair.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart.hhmm	HHMMSegmenter	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/HHMMSegmenter.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart	Utility	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/Utility.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart	SmartChineseAnalyzer	MISSING	TestSmartChineseAnalyzer	MISSING	analysis/smartcn/src/test/org/apache/lucene/analysis/cn/smart/TestSmartChineseAnalyzer.java	analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/SmartChineseAnalyzer.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart	CharType	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/CharType.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart	WordSegmenter	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/WordSegmenter.java
analysis/smartcn	org.apache.lucene.analysis.cn.smart	WordType	MISSING				analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/WordType.java
analysis/stempel	org.apache.lucene.analysis.stempel	StempelPolishStemFilterFactory	MISSING	TestStempelPolishStemFilterFactory	MISSING	analysis/stempel/src/test/org/apache/lucene/analysis/stempel/TestStempelPolishStemFilterFactory.java	analysis/stempel/src/java/org/apache/lucene/analysis/stempel/StempelPolishStemFilterFactory.java
analysis/stempel	org.apache.lucene.analysis.stempel	StempelStemmer	MISSING				analysis/stempel/src/java/org/apache/lucene/analysis/stempel/StempelStemmer.java
analysis/stempel	org.apache.lucene.analysis.stempel	StempelFilter	MISSING				analysis/stempel/src/java/org/apache/lucene/analysis/stempel/StempelFilter.java
analysis/stempel	org.apache.lucene.analysis.pl	PolishAnalyzer	MISSING	TestPolishAnalyzer	MISSING	analysis/stempel/src/test/org/apache/lucene/analysis/pl/TestPolishAnalyzer.java	analysis/stempel/src/java/org/apache/lucene/analysis/pl/PolishAnalyzer.java
analysis/stempel	org.egothor.stemmer	Trie	MISSING				analysis/stempel/src/java/org/egothor/stemmer/Trie.java
analysis/stempel	org.egothor.stemmer	Row	MISSING				analysis/stempel/src/java/org/egothor/stemmer/Row.java
analysis/stempel	org.egothor.stemmer	MultiTrie2	MISSING				analysis/stempel/src/java/org/egothor/stemmer/MultiTrie2.java
analysis/stempel	org.egothor.stemmer	Optimizer	MISSING				analysis/stempel/src/java/org/egothor/stemmer/Optimizer.java
analysis/stempel	org.egothor.stemmer	DiffIt	MISSING				analysis/stempel/src/java/org/egothor/stemmer/DiffIt.java
analysis/stempel	org.egothor.stemmer	MultiTrie	MISSING				analysis/stempel/src/java/org/egothor/stemmer/MultiTrie.java
analysis/stempel	org.egothor.stemmer	Cell	IMPLEMENTED				analysis/stempel/src/java/org/egothor/stemmer/Cell.java
analysis/stempel	org.egothor.stemmer	Optimizer2	MISSING				analysis/stempel/src/java/org/egothor/stemmer/Optimizer2.java
analysis/stempel	org.egothor.stemmer	Diff	MISSING				analysis/stempel/src/java/org/egothor/stemmer/Diff.java
analysis/stempel	org.egothor.stemmer	Lift	MISSING				analysis/stempel/src/java/org/egothor/stemmer/Lift.java
analysis/stempel	org.egothor.stemmer	Compile	IMPLEMENTED	TestCompile	MISSING	analysis/stempel/src/test/org/egothor/stemmer/TestCompile.java	analysis/stempel/src/java/org/egothor/stemmer/Compile.java
analysis/stempel	org.egothor.stemmer	Reduce	IMPLEMENTED				analysis/stempel/src/java/org/egothor/stemmer/Reduce.java
analysis/stempel	org.egothor.stemmer	Gener	MISSING				analysis/stempel/src/java/org/egothor/stemmer/Gener.java
analysis/morfologik	org.apache.lucene.analysis.uk	UkrainianMorfologikAnalyzer	MISSING				analysis/morfologik/src/java/org/apache/lucene/analysis/uk/UkrainianMorfologikAnalyzer.java
analysis/morfologik	org.apache.lucene.analysis.morfologik	MorphosyntacticTagsAttribute	MISSING				analysis/morfologik/src/java/org/apache/lucene/analysis/morfologik/MorphosyntacticTagsAttribute.java
analysis/morfologik	org.apache.lucene.analysis.morfologik	MorfologikAnalyzer	MISSING	TestMorfologikAnalyzer	MISSING	analysis/morfologik/src/test/org/apache/lucene/analysis/morfologik/TestMorfologikAnalyzer.java	analysis/morfologik/src/java/org/apache/lucene/analysis/morfologik/MorfologikAnalyzer.java
analysis/morfologik	org.apache.lucene.analysis.morfologik	MorphosyntacticTagsAttributeImpl	MISSING				analysis/morfologik/src/java/org/apache/lucene/analysis/morfologik/MorphosyntacticTagsAttributeImpl.java
analysis/morfologik	org.apache.lucene.analysis.morfologik	MorfologikFilterFactory	MISSING	TestMorfologikFilterFactory	MISSING	analysis/morfologik/src/test/org/apache/lucene/analysis/morfologik/TestMorfologikFilterFactory.java	analysis/morfologik/src/java/org/apache/lucene/analysis/morfologik/MorfologikFilterFactory.java
analysis/morfologik	org.apache.lucene.analysis.morfologik	MorfologikFilter	MISSING				analysis/morfologik/src/java/org/apache/lucene/analysis/morfologik/MorfologikFilter.java
analysis/opennlp	org.apache.lucene.analysis.opennlp	SentenceAttributeExtractor	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/SentenceAttributeExtractor.java
analysis/opennlp	org.apache.lucene.analysis.opennlp	OpenNLPLemmatizerFilterFactory	MISSING	TestOpenNLPLemmatizerFilterFactory	MISSING	analysis/opennlp/src/test/org/apache/lucene/analysis/opennlp/TestOpenNLPLemmatizerFilterFactory.java	analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/OpenNLPLemmatizerFilterFactory.java
analysis/opennlp	org.apache.lucene.analysis.opennlp	OpenNLPChunkerFilter	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/OpenNLPChunkerFilter.java
analysis/opennlp	org.apache.lucene.analysis.opennlp	OpenNLPTokenizer	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/OpenNLPTokenizer.java
analysis/opennlp	org.apache.lucene.analysis.opennlp	OpenNLPChunkerFilterFactory	MISSING	TestOpenNLPChunkerFilterFactory	MISSING	analysis/opennlp/src/test/org/apache/lucene/analysis/opennlp/TestOpenNLPChunkerFilterFactory.java	analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/OpenNLPChunkerFilterFactory.java
analysis/opennlp	org.apache.lucene.analysis.opennlp	OpenNLPLemmatizerFilter	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/OpenNLPLemmatizerFilter.java
analysis/opennlp	org.apache.lucene.analysis.opennlp.tools	NLPNERTaggerOp	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/tools/NLPNERTaggerOp.java
analysis/opennlp	org.apache.lucene.analysis.opennlp.tools	NLPChunkerOp	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/tools/NLPChunkerOp.java
analysis/opennlp	org.apache.lucene.analysis.opennlp.tools	NLPSentenceDetectorOp	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/tools/NLPSentenceDetectorOp.java
analysis/opennlp	org.apache.lucene.analysis.opennlp.tools	NLPPOSTaggerOp	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/tools/NLPPOSTaggerOp.java
analysis/opennlp	org.apache.lucene.analysis.opennlp.tools	OpenNLPOpsFactory	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/tools/OpenNLPOpsFactory.java
analysis/opennlp	org.apache.lucene.analysis.opennlp.tools	NLPLemmatizerOp	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/tools/NLPLemmatizerOp.java
analysis/opennlp	org.apache.lucene.analysis.opennlp.tools	NLPTokenizerOp	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/tools/NLPTokenizerOp.java
analysis/opennlp	org.apache.lucene.analysis.opennlp	OpenNLPTokenizerFactory	MISSING	TestOpenNLPTokenizerFactory	MISSING	analysis/opennlp/src/test/org/apache/lucene/analysis/opennlp/TestOpenNLPTokenizerFactory.java	analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/OpenNLPTokenizerFactory.java
analysis/opennlp	org.apache.lucene.analysis.opennlp	OpenNLPSentenceBreakIterator	MISSING	TestOpenNLPSentenceBreakIterator	MISSING	analysis/opennlp/src/test/org/apache/lucene/analysis/opennlp/TestOpenNLPSentenceBreakIterator.java	analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/OpenNLPSentenceBreakIterator.java
analysis/opennlp	org.apache.lucene.analysis.opennlp	OpenNLPPOSFilter	MISSING				analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/OpenNLPPOSFilter.java
analysis/opennlp	org.apache.lucene.analysis.opennlp	OpenNLPPOSFilterFactory	MISSING	TestOpenNLPPOSFilterFactory	MISSING	analysis/opennlp/src/test/org/apache/lucene/analysis/opennlp/TestOpenNLPPOSFilterFactory.java	analysis/opennlp/src/java/org/apache/lucene/analysis/opennlp/OpenNLPPOSFilterFactory.java
backward-codecs	org.apache.lucene.backward_codecs.lucene60	Lucene60FieldInfosFormat	STUB	TestLucene60FieldInfosFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene60/TestLucene60FieldInfosFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene60/Lucene60FieldInfosFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene60	Lucene60PointsFormat	STUB	TestLucene60PointsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene60/TestLucene60PointsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene60/Lucene60PointsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene60	Lucene60PointsReader	STUB				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene60/Lucene60PointsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene102	OffHeapBinarizedVectorValues	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene102/OffHeapBinarizedVectorValues.java
backward-codecs	org.apache.lucene.backward_codecs.lucene102	Lucene102BinaryQuantizedVectorsFormat	IMPLEMENTED	TestLucene102BinaryQuantizedVectorsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene102/TestLucene102BinaryQuantizedVectorsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene102/Lucene102BinaryQuantizedVectorsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene102	Lucene102BinaryQuantizedVectorsReader	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene102/Lucene102BinaryQuantizedVectorsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene102	BinarizedByteVectorValues	MISSING				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene102/BinarizedByteVectorValues.java
backward-codecs	org.apache.lucene.backward_codecs.lucene102	Lucene102BinaryFlatVectorsScorer	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene102/Lucene102BinaryFlatVectorsScorer.java
backward-codecs	org.apache.lucene.backward_codecs.lucene102	Lucene102HnswBinaryQuantizedVectorsFormat	IMPLEMENTED	TestLucene102HnswBinaryQuantizedVectorsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene102/TestLucene102HnswBinaryQuantizedVectorsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene102/Lucene102HnswBinaryQuantizedVectorsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene91	Lucene91HnswVectorsReader	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene91/Lucene91HnswVectorsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene91	Lucene91HnswVectorsFormat	IMPLEMENTED	TestLucene91HnswVectorsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene91/TestLucene91HnswVectorsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene91/Lucene91HnswVectorsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene91	Lucene91Codec	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene91/Lucene91Codec.java
backward-codecs	org.apache.lucene.backward_codecs.lucene91	Lucene91OnHeapHnswGraph	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene91/Lucene91OnHeapHnswGraph.java
backward-codecs	org.apache.lucene.backward_codecs.lucene91	Lucene91BoundsChecker	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene91/Lucene91BoundsChecker.java
backward-codecs	org.apache.lucene.backward_codecs.lucene91	Lucene91NeighborArray	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene91/Lucene91NeighborArray.java
backward-codecs	org.apache.lucene.backward_codecs.lucene912	PostingsUtil	MISSING	TestPostingsUtil	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene912/TestPostingsUtil.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene912/PostingsUtil.java
backward-codecs	org.apache.lucene.backward_codecs.lucene912	Lucene912PostingsFormat	STUB	TestLucene912PostingsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene912/TestLucene912PostingsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene912/Lucene912PostingsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene912	ForUtil	IMPLEMENTED	TestForUtil	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene912/TestForUtil.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene912/ForUtil.java
backward-codecs	org.apache.lucene.backward_codecs.lucene912	PForUtil	IMPLEMENTED	TestPForUtil	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene912/TestPForUtil.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene912/PForUtil.java
backward-codecs	org.apache.lucene.backward_codecs.lucene912	ForDeltaUtil	IMPLEMENTED	TestForDeltaUtil	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene912/TestForDeltaUtil.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene912/ForDeltaUtil.java
backward-codecs	org.apache.lucene.backward_codecs.lucene912	Lucene912Codec	STUB				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene912/Lucene912Codec.java
backward-codecs	org.apache.lucene.backward_codecs.lucene912	Lucene912PostingsReader	STUB				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene912/Lucene912PostingsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene40.blocktree	IntersectTermsEnum	MISSING				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene40/blocktree/IntersectTermsEnum.java
backward-codecs	org.apache.lucene.backward_codecs.lucene40.blocktree	Stats	STUB				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene40/blocktree/Stats.java
backward-codecs	org.apache.lucene.backward_codecs.lucene40.blocktree	FieldReader	STUB				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene40/blocktree/FieldReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene40.blocktree	CompressionAlgorithm	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene40/blocktree/CompressionAlgorithm.java
backward-codecs	org.apache.lucene.backward_codecs.lucene40.blocktree	Lucene40BlockTreeTermsReader	STUB				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene40/blocktree/Lucene40BlockTreeTermsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene40.blocktree	SegmentTermsEnumFrame	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene40/blocktree/SegmentTermsEnumFrame.java
backward-codecs	org.apache.lucene.backward_codecs.lucene40.blocktree	SegmentTermsEnum	MISSING				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene40/blocktree/SegmentTermsEnum.java
backward-codecs	org.apache.lucene.backward_codecs.lucene40.blocktree	IntersectTermsEnumFrame	MISSING				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene40/blocktree/IntersectTermsEnumFrame.java
backward-codecs	org.apache.lucene.backward_codecs.lucene86	Lucene86PointsReader	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene86/Lucene86PointsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene86	Lucene86PointsFormat	IMPLEMENTED	TestLucene86PointsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene86/TestLucene86PointsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene86/Lucene86PointsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene86	Lucene86SegmentInfoFormat	IMPLEMENTED	TestLucene86SegmentInfoFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene86/TestLucene86SegmentInfoFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene86/Lucene86SegmentInfoFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene86	Lucene86Codec	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene86/Lucene86Codec.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50	Lucene50PostingsFormat	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/Lucene50PostingsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50	Lucene50PostingsReader	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/Lucene50PostingsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50	Lucene50StoredFieldsFormat	IMPLEMENTED	TestLucene50StoredFieldsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene50/TestLucene50StoredFieldsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/Lucene50StoredFieldsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50	Lucene50LiveDocsFormat	IMPLEMENTED	TestLucene50LiveDocsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene50/TestLucene50LiveDocsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/Lucene50LiveDocsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50	ForUtil	IMPLEMENTED	TestForUtil	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene50/TestForUtil.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/ForUtil.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50	Lucene50SkipReader	MISSING				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/Lucene50SkipReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50	Lucene50TermVectorsFormat	IMPLEMENTED	TestLucene50TermVectorsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene50/TestLucene50TermVectorsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/Lucene50TermVectorsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50	Lucene50ScoreSkipReader	MISSING				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/Lucene50ScoreSkipReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50	Lucene50CompoundReader	MISSING				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/Lucene50CompoundReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50.compressing	LegacyFieldsIndexReader	MISSING				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/compressing/LegacyFieldsIndexReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50.compressing	FieldsIndexReader	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/compressing/FieldsIndexReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50.compressing	FieldsIndex	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/compressing/FieldsIndex.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50.compressing	Lucene50CompressingStoredFieldsFormat	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/compressing/Lucene50CompressingStoredFieldsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50.compressing	Lucene50CompressingStoredFieldsReader	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/compressing/Lucene50CompressingStoredFieldsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50.compressing	Lucene50CompressingTermVectorsReader	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/compressing/Lucene50CompressingTermVectorsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50.compressing	Lucene50CompressingTermVectorsFormat	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/compressing/Lucene50CompressingTermVectorsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene50	Lucene50CompoundFormat	IMPLEMENTED	TestLucene50CompoundFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene50/TestLucene50CompoundFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene50/Lucene50CompoundFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene103	Lucene103Codec	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene103/Lucene103Codec.java
backward-codecs	org.apache.lucene.backward_codecs.lucene103	PostingsUtil	MISSING	TestPostingsUtil	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene103/TestPostingsUtil.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene103/PostingsUtil.java
backward-codecs	org.apache.lucene.backward_codecs.lucene103	ForUtil	IMPLEMENTED	TestForUtil	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene103/TestForUtil.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene103/ForUtil.java
backward-codecs	org.apache.lucene.backward_codecs.lucene103	PForUtil	IMPLEMENTED	TestPForUtil	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene103/TestPForUtil.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene103/PForUtil.java
backward-codecs	org.apache.lucene.backward_codecs.lucene103	PostingDecodingUtil	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene103/PostingDecodingUtil.java
backward-codecs	org.apache.lucene.backward_codecs.lucene103	ForDeltaUtil	IMPLEMENTED	TestForDeltaUtil	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene103/TestForDeltaUtil.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene103/ForDeltaUtil.java
backward-codecs	org.apache.lucene.backward_codecs.lucene103	Lucene103PostingsFormat	IMPLEMENTED	TestLucene103PostingsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene103/TestLucene103PostingsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene103/Lucene103PostingsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene103	Lucene103PostingsReader	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene103/Lucene103PostingsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene92	Lucene92HnswVectorsFormat	STUB	TestLucene92HnswVectorsFormat	MISSING	backward-codecs/src/test/org/apache/lucene/backward_codecs/lucene92/TestLucene92HnswVectorsFormat.java	backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene92/Lucene92HnswVectorsFormat.java
backward-codecs	org.apache.lucene.backward_codecs.lucene92	OffHeapFloatVectorValues	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene92/OffHeapFloatVectorValues.java
backward-codecs	org.apache.lucene.backward_codecs.lucene92	Lucene92HnswVectorsReader	STUB				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene92/Lucene92HnswVectorsReader.java
backward-codecs	org.apache.lucene.backward_codecs.lucene92	Lucene92Codec	STUB				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene92/Lucene92Codec.java
backward-codecs	org.apache.lucene.backward_codecs.lucene94	Lucene94Codec	STUB				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene94/Lucene94Codec.java
backward-codecs	org.apache.lucene.backward_codecs.lucene94	OffHeapFloatVectorValues	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene94/OffHeapFloatVectorValues.java
backward-codecs	org.apache.lucene.backward_codecs.lucene94	OffHeapByteVectorValues	IMPLEMENTED				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene94/OffHeapByteVectorValues.java
backward-codecs	org.apache.lucene.backward_codecs.lucene94	Lucene94HnswVectorsReader	STUB				backward-codecs/src/java/org/apache/lucene/backward_codecs/lucene94/Lucene94HnswVectorsReader.java
