module	kind	java_path	package	classname	fqdn	java_loc	go_basename_guess	go_match_path	status	go_loc	go_stub_score
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/Among.java	org.tartarus.snowball	Among	org.tartarus.snowball.Among	82	among	snowball/snowball_deferred.go	STUB	26	7
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/SnowballProgram.java	org.tartarus.snowball	SnowballProgram	org.tartarus.snowball.SnowballProgram	414	snowball_program	snowball/snowball_deferred.go	STUB	26	8
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/SnowballStemmer.java	org.tartarus.snowball	SnowballStemmer	org.tartarus.snowball.SnowballStemmer	41	snowball_stemmer	snowball/snowball_deferred.go	STUB	26	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/PortugueseStemmer.java	org.tartarus.snowball.ext	PortugueseStemmer	org.tartarus.snowball.ext.PortugueseStemmer	787	portuguese_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/SwedishStemmer.java	org.tartarus.snowball.ext	SwedishStemmer	org.tartarus.snowball.ext.SwedishStemmer	252	swedish_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/DanishStemmer.java	org.tartarus.snowball.ext	DanishStemmer	org.tartarus.snowball.ext.DanishStemmer	282	danish_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/GermanStemmer.java	org.tartarus.snowball.ext	GermanStemmer	org.tartarus.snowball.ext.GermanStemmer	520	german_stemmer	analysis/german_stemmer.go	IMPLEMENTED	274	0
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/FinnishStemmer.java	org.tartarus.snowball.ext	FinnishStemmer	org.tartarus.snowball.ext.FinnishStemmer	685	finnish_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/IrishStemmer.java	org.tartarus.snowball.ext	IrishStemmer	org.tartarus.snowball.ext.IrishStemmer	354	irish_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/HungarianStemmer.java	org.tartarus.snowball.ext	HungarianStemmer	org.tartarus.snowball.ext.HungarianStemmer	601	hungarian_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/EstonianStemmer.java	org.tartarus.snowball.ext	EstonianStemmer	org.tartarus.snowball.ext.EstonianStemmer	962	estonian_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/RomanianStemmer.java	org.tartarus.snowball.ext	RomanianStemmer	org.tartarus.snowball.ext.RomanianStemmer	820	romanian_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/EnglishStemmer.java	org.tartarus.snowball.ext	EnglishStemmer	org.tartarus.snowball.ext.EnglishStemmer	909	english_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/DutchStemmer.java	org.tartarus.snowball.ext	DutchStemmer	org.tartarus.snowball.ext.DutchStemmer	569	dutch_stemmer	analysis/dutch_stemmer.go	IMPLEMENTED	119	0
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/FrenchStemmer.java	org.tartarus.snowball.ext	FrenchStemmer	org.tartarus.snowball.ext.FrenchStemmer	1098	french_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/BasqueStemmer.java	org.tartarus.snowball.ext	BasqueStemmer	org.tartarus.snowball.ext.BasqueStemmer	787	basque_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/NorwegianStemmer.java	org.tartarus.snowball.ext	NorwegianStemmer	org.tartarus.snowball.ext.NorwegianStemmer	243	norwegian_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/RussianStemmer.java	org.tartarus.snowball.ext	RussianStemmer	org.tartarus.snowball.ext.RussianStemmer	561	russian_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/SpanishStemmer.java	org.tartarus.snowball.ext	SpanishStemmer	org.tartarus.snowball.ext.SpanishStemmer	840	spanish_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/IndonesianStemmer.java	org.tartarus.snowball.ext	IndonesianStemmer	org.tartarus.snowball.ext.IndonesianStemmer	365	indonesian_stemmer	analysis/indonesian_stemmer.go	IMPLEMENTED	343	0
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/HindiStemmer.java	org.tartarus.snowball.ext	HindiStemmer	org.tartarus.snowball.ext.HindiStemmer	190	hindi_stemmer	analysis/hindi_analyzer.go	IMPLEMENTED	255	0
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/SerbianStemmer.java	org.tartarus.snowball.ext	SerbianStemmer	org.tartarus.snowball.ext.SerbianStemmer	3636	serbian_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/LithuanianStemmer.java	org.tartarus.snowball.ext	LithuanianStemmer	org.tartarus.snowball.ext.LithuanianStemmer	515	lithuanian_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/YiddishStemmer.java	org.tartarus.snowball.ext	YiddishStemmer	org.tartarus.snowball.ext.YiddishStemmer	936	yiddish_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/TamilStemmer.java	org.tartarus.snowball.ext	TamilStemmer	org.tartarus.snowball.ext.TamilStemmer	1024	tamil_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/ArmenianStemmer.java	org.tartarus.snowball.ext	ArmenianStemmer	org.tartarus.snowball.ext.ArmenianStemmer	377	armenian_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/TurkishStemmer.java	org.tartarus.snowball.ext	TurkishStemmer	org.tartarus.snowball.ext.TurkishStemmer	2096	turkish_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/GreekStemmer.java	org.tartarus.snowball.ext	GreekStemmer	org.tartarus.snowball.ext.GreekStemmer	2365	greek_stemmer	analysis/greek_stemmer.go	IMPLEMENTED	124	0
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/ItalianStemmer.java	org.tartarus.snowball.ext	ItalianStemmer	org.tartarus.snowball.ext.ItalianStemmer	875	italian_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/ArabicStemmer.java	org.tartarus.snowball.ext	ArabicStemmer	org.tartarus.snowball.ext.ArabicStemmer	1263	arabic_stemmer	analysis/arabic_stemmer.go	IMPLEMENTED	222	0
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/PorterStemmer.java	org.tartarus.snowball.ext	PorterStemmer	org.tartarus.snowball.ext.PorterStemmer	620	porter_stemmer	analysis/porter_stem_filter.go	IMPLEMENTED	421	0
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/CatalanStemmer.java	org.tartarus.snowball.ext	CatalanStemmer	org.tartarus.snowball.ext.CatalanStemmer	869	catalan_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/tartarus/snowball/ext/NepaliStemmer.java	org.tartarus.snowball.ext	NepaliStemmer	org.tartarus.snowball.ext.NepaliStemmer	304	nepali_stemmer	snowball/ext/ext_deferred.go	STUB	158	5
analysis/common	prod	analysis/common/src/java/org/apache/lucene/collation/CollationKeyAnalyzer.java	org.apache.lucene.collation	CollationKeyAnalyzer	org.apache.lucene.collation.CollationKeyAnalyzer	81	collation_key_analyzer	collation/collation_deferred.go	STUB	26	7
analysis/common	prod	analysis/common/src/java/org/apache/lucene/collation/CollationAttributeFactory.java	org.apache.lucene.collation	CollationAttributeFactory	org.apache.lucene.collation.CollationAttributeFactory	84	collation_attribute_factory	collation/collation_deferred.go	STUB	26	7
analysis/common	prod	analysis/common/src/java/org/apache/lucene/collation/tokenattributes/CollatedTermAttributeImpl.java	org.apache.lucene.collation.tokenattributes	CollatedTermAttributeImpl	org.apache.lucene.collation.tokenattributes.CollatedTermAttributeImpl	49	collated_term_attribute_impl	collation/tokenattributes/tokenattributes_deferred.go	STUB	14	5
analysis/common	prod	analysis/common/src/java/org/apache/lucene/collation/CollationDocValuesField.java	org.apache.lucene.collation	CollationDocValuesField	org.apache.lucene.collation.CollationDocValuesField	66	collation_doc_values_field	collation/collation_deferred.go	STUB	26	5
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/ckb/SoraniStemmer.java	org.apache.lucene.analysis.ckb	SoraniStemmer	org.apache.lucene.analysis.ckb.SoraniStemmer	101	sorani_stemmer	analysis/sorani_stemmer.go	IMPLEMENTED	136	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/ckb/SoraniNormalizationFilter.java	org.apache.lucene.analysis.ckb	SoraniNormalizationFilter	org.apache.lucene.analysis.ckb.SoraniNormalizationFilter	42	sorani_normalization_filter	analysis/sorani_filters.go	IMPLEMENTED	149	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/ckb/SoraniStemFilter.java	org.apache.lucene.analysis.ckb	SoraniStemFilter	org.apache.lucene.analysis.ckb.SoraniStemFilter	56	sorani_stem_filter	analysis/sorani_filters.go	IMPLEMENTED	149	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/ckb/SoraniNormalizationFilterFactory.java	org.apache.lucene.analysis.ckb	SoraniNormalizationFilterFactory	org.apache.lucene.analysis.ckb.SoraniNormalizationFilterFactory	64	sorani_normalization_filter_factory	analysis/sorani_filters.go	IMPLEMENTED	149	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/ckb/SoraniAnalyzer.java	org.apache.lucene.analysis.ckb	SoraniAnalyzer	org.apache.lucene.analysis.ckb.SoraniAnalyzer	131	sorani_analyzer	analysis/ckb/ckb_deferred.go	STUB	13	7
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/ckb/SoraniStemFilterFactory.java	org.apache.lucene.analysis.ckb	SoraniStemFilterFactory	org.apache.lucene.analysis.ckb.SoraniStemFilterFactory	60	sorani_stem_filter_factory	analysis/sorani_filters.go	IMPLEMENTED	149	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/ckb/SoraniNormalizer.java	org.apache.lucene.analysis.ckb	SoraniNormalizer	org.apache.lucene.analysis.ckb.SoraniNormalizer	129	sorani_normalizer	analysis/sorani_normalizer.go	IMPLEMENTED	132	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConcatenateGraphFilterFactory.java	org.apache.lucene.analysis.miscellaneous	ConcatenateGraphFilterFactory	org.apache.lucene.analysis.miscellaneous.ConcatenateGraphFilterFactory	95	concatenate_graph_filter_factory	analysis/miscellaneous/miscellaneous_deferred.go	STUB	55	5
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/SetKeywordMarkerFilter.java	org.apache.lucene.analysis.miscellaneous	SetKeywordMarkerFilter	org.apache.lucene.analysis.miscellaneous.SetKeywordMarkerFilter	50	set_keyword_marker_filter	analysis/misc_filters.go	IMPLEMENTED	463	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenPositionFilter.java	org.apache.lucene.analysis.miscellaneous	LimitTokenPositionFilter	org.apache.lucene.analysis.miscellaneous.LimitTokenPositionFilter	104	limit_token_position_filter	analysis/limit_token_position_filter.go	IMPLEMENTED	96	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/RemoveDuplicatesTokenFilterFactory.java	org.apache.lucene.analysis.miscellaneous	RemoveDuplicatesTokenFilterFactory	org.apache.lucene.analysis.miscellaneous.RemoveDuplicatesTokenFilterFactory	59	remove_duplicates_token_filter_factory	analysis/remove_duplicates_token_filter.go	IMPLEMENTED	159	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/TruncateTokenFilter.java	org.apache.lucene.analysis.miscellaneous	TruncateTokenFilter	org.apache.lucene.analysis.miscellaneous.TruncateTokenFilter	56	truncate_token_filter	analysis/truncate_token_filter.go	IMPLEMENTED	89	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/WordDelimiterFilterFactory.java	org.apache.lucene.analysis.miscellaneous	WordDelimiterFilterFactory	org.apache.lucene.analysis.miscellaneous.WordDelimiterFilterFactory	239	word_delimiter_filter_factory	analysis/word_delimiter_filter.go	IMPLEMENTED	335	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LengthFilter.java	org.apache.lucene.analysis.miscellaneous	LengthFilter	org.apache.lucene.analysis.miscellaneous.LengthFilter	61	length_filter	analysis/length_filter.go	IMPLEMENTED	108	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/TrimFilter.java	org.apache.lucene.analysis.miscellaneous	TrimFilter	org.apache.lucene.analysis.miscellaneous.TrimFilter	67	trim_filter	analysis/trim_filter.go	IMPLEMENTED	79	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LengthFilterFactory.java	org.apache.lucene.analysis.miscellaneous	LengthFilterFactory	org.apache.lucene.analysis.miscellaneous.LengthFilterFactory	67	length_filter_factory	analysis/length_filter.go	IMPLEMENTED	108	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/FingerprintFilterFactory.java	org.apache.lucene.analysis.miscellaneous	FingerprintFilterFactory	org.apache.lucene.analysis.miscellaneous.FingerprintFilterFactory	66	fingerprint_filter_factory	analysis/misc_filters2.go	IMPLEMENTED	656	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/KeywordMarkerFilterFactory.java	org.apache.lucene.analysis.miscellaneous	KeywordMarkerFilterFactory	org.apache.lucene.analysis.miscellaneous.KeywordMarkerFilterFactory	98	keyword_marker_filter_factory	analysis/misc_filters.go	IMPLEMENTED	463	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenCountFilter.java	org.apache.lucene.analysis.miscellaneous	LimitTokenCountFilter	org.apache.lucene.analysis.miscellaneous.LimitTokenCountFilter	97	limit_token_count_filter	analysis/limit_token_count_filter.go	IMPLEMENTED	81	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/FixBrokenOffsetsFilter.java	org.apache.lucene.analysis.miscellaneous	FixBrokenOffsetsFilter	org.apache.lucene.analysis.miscellaneous.FixBrokenOffsetsFilter	74	fix_broken_offsets_filter	analysis/misc_filters.go	IMPLEMENTED	463	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/WordDelimiterFilter.java	org.apache.lucene.analysis.miscellaneous	WordDelimiterFilter	org.apache.lucene.analysis.miscellaneous.WordDelimiterFilter	673	word_delimiter_filter	analysis/word_delimiter_filter.go	IMPLEMENTED	335	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/TypeAsSynonymFilter.java	org.apache.lucene.analysis.miscellaneous	TypeAsSynonymFilter	org.apache.lucene.analysis.miscellaneous.TypeAsSynonymFilter	104	type_as_synonym_filter	analysis/misc_filters.go	IMPLEMENTED	463	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/KeywordRepeatFilter.java	org.apache.lucene.analysis.miscellaneous	KeywordRepeatFilter	org.apache.lucene.analysis.miscellaneous.KeywordRepeatFilter	65	keyword_repeat_filter	analysis/keyword_repeat_filter.go	IMPLEMENTED	115	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenCountAnalyzer.java	org.apache.lucene.analysis.miscellaneous	LimitTokenCountAnalyzer	org.apache.lucene.analysis.miscellaneous.LimitTokenCountAnalyzer	82	limit_token_count_analyzer	analysis/misc_filters3.go	IMPLEMENTED	311	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/EmptyTokenStream.java	org.apache.lucene.analysis.miscellaneous	EmptyTokenStream	org.apache.lucene.analysis.miscellaneous.EmptyTokenStream	28	empty_token_stream	analysis/misc_filters.go	IMPLEMENTED	463	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/KeywordMarkerFilter.java	org.apache.lucene.analysis.miscellaneous	KeywordMarkerFilter	org.apache.lucene.analysis.miscellaneous.KeywordMarkerFilter	55	keyword_marker_filter	analysis/misc_filters.go	IMPLEMENTED	463	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/FingerprintFilter.java	org.apache.lucene.analysis.miscellaneous	FingerprintFilter	org.apache.lucene.analysis.miscellaneous.FingerprintFilter	201	fingerprint_filter	analysis/misc_filters2.go	IMPLEMENTED	656	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ProtectedTermFilter.java	org.apache.lucene.analysis.miscellaneous	ProtectedTermFilter	org.apache.lucene.analysis.miscellaneous.ProtectedTermFilter	55	protected_term_filter	analysis/miscellaneous/miscellaneous_deferred.go	STUB	55	5
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ProtectedTermFilterFactory.java	org.apache.lucene.analysis.miscellaneous	ProtectedTermFilterFactory	org.apache.lucene.analysis.miscellaneous.ProtectedTermFilterFactory	185	protected_term_filter_factory	analysis/miscellaneous/miscellaneous_deferred.go	STUB	55	5
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/HyphenatedWordsFilterFactory.java	org.apache.lucene.analysis.miscellaneous	HyphenatedWordsFilterFactory	org.apache.lucene.analysis.miscellaneous.HyphenatedWordsFilterFactory	59	hyphenated_words_filter_factory	analysis/misc_filters2.go	IMPLEMENTED	656	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ScandinavianNormalizer.java	org.apache.lucene.analysis.miscellaneous	ScandinavianNormalizer	org.apache.lucene.analysis.miscellaneous.ScandinavianNormalizer	137	scandinavian_normalizer	analysis/scandinavian_normalizer.go	IMPLEMENTED	364	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/CodepointCountFilterFactory.java	org.apache.lucene.analysis.miscellaneous	CodepointCountFilterFactory	org.apache.lucene.analysis.miscellaneous.CodepointCountFilterFactory	66	codepoint_count_filter_factory	analysis/misc_filters.go	IMPLEMENTED	463	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ScandinavianFoldingFilter.java	org.apache.lucene.analysis.miscellaneous	ScandinavianFoldingFilter	org.apache.lucene.analysis.miscellaneous.ScandinavianFoldingFilter	122	scandinavian_folding_filter	analysis/scandinavian_normalizer.go	IMPLEMENTED	364	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/CapitalizationFilterFactory.java	org.apache.lucene.analysis.miscellaneous	CapitalizationFilterFactory	org.apache.lucene.analysis.miscellaneous.CapitalizationFilterFactory	133	capitalization_filter_factory	analysis/misc_filters2.go	IMPLEMENTED	656	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/WordDelimiterGraphFilter.java	org.apache.lucene.analysis.miscellaneous	WordDelimiterGraphFilter	org.apache.lucene.analysis.miscellaneous.WordDelimiterGraphFilter	716	word_delimiter_graph_filter	analysis/word_delimiter_graph_filter.go	IMPLEMENTED	667	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/RemoveDuplicatesTokenFilter.java	org.apache.lucene.analysis.miscellaneous	RemoveDuplicatesTokenFilter	org.apache.lucene.analysis.miscellaneous.RemoveDuplicatesTokenFilter	77	remove_duplicates_token_filter	analysis/remove_duplicates_token_filter.go	IMPLEMENTED	159	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DelimitedTermFrequencyTokenFilterFactory.java	org.apache.lucene.analysis.miscellaneous	DelimitedTermFrequencyTokenFilterFactory	org.apache.lucene.analysis.miscellaneous.DelimitedTermFrequencyTokenFilterFactory	66	delimited_term_frequency_token_filter_factory	analysis/misc_filters2.go	IMPLEMENTED	656	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DateRecognizerFilter.java	org.apache.lucene.analysis.miscellaneous	DateRecognizerFilter	org.apache.lucene.analysis.miscellaneous.DateRecognizerFilter	64	date_recognizer_filter	analysis/misc_filters3.go	IMPLEMENTED	311	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DropIfFlaggedFilterFactory.java	org.apache.lucene.analysis.miscellaneous	DropIfFlaggedFilterFactory	org.apache.lucene.analysis.miscellaneous.DropIfFlaggedFilterFactory	66	drop_if_flagged_filter_factory	analysis/misc_filters2.go	IMPLEMENTED	656	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/PerFieldAnalyzerWrapper.java	org.apache.lucene.analysis.miscellaneous	PerFieldAnalyzerWrapper	org.apache.lucene.analysis.miscellaneous.PerFieldAnalyzerWrapper	86	per_field_analyzer_wrapper	analysis/misc_filters3.go	IMPLEMENTED	311	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/TruncateTokenFilterFactory.java	org.apache.lucene.analysis.miscellaneous	TruncateTokenFilterFactory	org.apache.lucene.analysis.miscellaneous.TruncateTokenFilterFactory	71	truncate_token_filter_factory	analysis/truncate_token_filter.go	IMPLEMENTED	89	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/FixBrokenOffsetsFilterFactory.java	org.apache.lucene.analysis.miscellaneous	FixBrokenOffsetsFilterFactory	org.apache.lucene.analysis.miscellaneous.FixBrokenOffsetsFilterFactory	50	fix_broken_offsets_filter_factory	analysis/misc_filters.go	IMPLEMENTED	463	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ASCIIFoldingFilter.java	org.apache.lucene.analysis.miscellaneous	ASCIIFoldingFilter	org.apache.lucene.analysis.miscellaneous.ASCIIFoldingFilter	2116	ascii_folding_filter	analysis/ascii_folding_filter.go	IMPLEMENTED	357	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenOffsetFilterFactory.java	org.apache.lucene.analysis.miscellaneous	LimitTokenOffsetFilterFactory	org.apache.lucene.analysis.miscellaneous.LimitTokenOffsetFilterFactory	68	limit_token_offset_filter_factory	analysis/limit_token_offset_filter.go	IMPLEMENTED	92	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DateRecognizerFilterFactory.java	org.apache.lucene.analysis.miscellaneous	DateRecognizerFilterFactory	org.apache.lucene.analysis.miscellaneous.DateRecognizerFilterFactory	91	date_recognizer_filter_factory	analysis/misc_filters3.go	IMPLEMENTED	311	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConditionalTokenFilterFactory.java	org.apache.lucene.analysis.miscellaneous	ConditionalTokenFilterFactory	org.apache.lucene.analysis.miscellaneous.ConditionalTokenFilterFactory	93	conditional_token_filter_factory		MISSING	0	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ScandinavianNormalizationFilter.java	org.apache.lucene.analysis.miscellaneous	ScandinavianNormalizationFilter	org.apache.lucene.analysis.miscellaneous.ScandinavianNormalizationFilter	62	scandinavian_normalization_filter	analysis/scandinavian_normalizer.go	IMPLEMENTED	364	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DropIfFlaggedFilter.java	org.apache.lucene.analysis.miscellaneous	DropIfFlaggedFilter	org.apache.lucene.analysis.miscellaneous.DropIfFlaggedFilter	50	drop_if_flagged_filter	analysis/misc_filters2.go	IMPLEMENTED	656	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/PatternKeywordMarkerFilter.java	org.apache.lucene.analysis.miscellaneous	PatternKeywordMarkerFilter	org.apache.lucene.analysis.miscellaneous.PatternKeywordMarkerFilter	51	pattern_keyword_marker_filter	analysis/misc_filters3.go	IMPLEMENTED	311	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenOffsetFilter.java	org.apache.lucene.analysis.miscellaneous	LimitTokenOffsetFilter	org.apache.lucene.analysis.miscellaneous.LimitTokenOffsetFilter	79	limit_token_offset_filter	analysis/limit_token_offset_filter.go	IMPLEMENTED	92	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConcatenateGraphFilter.java	org.apache.lucene.analysis.miscellaneous	ConcatenateGraphFilter	org.apache.lucene.analysis.miscellaneous.ConcatenateGraphFilter	404	concatenate_graph_filter	analysis/miscellaneous/miscellaneous_deferred.go	STUB	55	5
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConcatenatingTokenStream.java	org.apache.lucene.analysis.miscellaneous	ConcatenatingTokenStream	org.apache.lucene.analysis.miscellaneous.ConcatenatingTokenStream	139	concatenating_token_stream	analysis/miscellaneous/miscellaneous_deferred.go	STUB	55	5
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/CodepointCountFilter.java	org.apache.lucene.analysis.miscellaneous	CodepointCountFilter	org.apache.lucene.analysis.miscellaneous.CodepointCountFilter	72	codepoint_count_filter	analysis/misc_filters.go	IMPLEMENTED	463	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/KeepWordFilterFactory.java	org.apache.lucene.analysis.miscellaneous	KeepWordFilterFactory	org.apache.lucene.analysis.miscellaneous.KeepWordFilterFactory	68	keep_word_filter_factory	analysis/keep_word_filter.go	IMPLEMENTED	94	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/WordDelimiterGraphFilterFactory.java	org.apache.lucene.analysis.miscellaneous	WordDelimiterGraphFilterFactory	org.apache.lucene.analysis.miscellaneous.WordDelimiterGraphFilterFactory	229	word_delimiter_graph_filter_factory	analysis/word_delimiter_graph_filter.go	IMPLEMENTED	667	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenCountFilterFactory.java	org.apache.lucene.analysis.miscellaneous	LimitTokenCountFilterFactory	org.apache.lucene.analysis.miscellaneous.LimitTokenCountFilterFactory	69	limit_token_count_filter_factory	analysis/limit_token_count_filter.go	IMPLEMENTED	81	0
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/StemmerOverrideFilterFactory.java	org.apache.lucene.analysis.miscellaneous	StemmerOverrideFilterFactory	org.apache.lucene.analysis.miscellaneous.StemmerOverrideFilterFactory	93	stemmer_override_filter_factory	analysis/miscellaneous/miscellaneous_deferred.go	STUB	55	5
