analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ScandinavianFoldingFilter.java	org.apache.lucene.analysis.miscellaneous	ScandinavianFoldingFilter	org.apache.lucene.analysis.miscellaneous.ScandinavianFoldingFilter	122
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/CapitalizationFilterFactory.java	org.apache.lucene.analysis.miscellaneous	CapitalizationFilterFactory	org.apache.lucene.analysis.miscellaneous.CapitalizationFilterFactory	133
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/WordDelimiterGraphFilter.java	org.apache.lucene.analysis.miscellaneous	WordDelimiterGraphFilter	org.apache.lucene.analysis.miscellaneous.WordDelimiterGraphFilter	716
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/RemoveDuplicatesTokenFilter.java	org.apache.lucene.analysis.miscellaneous	RemoveDuplicatesTokenFilter	org.apache.lucene.analysis.miscellaneous.RemoveDuplicatesTokenFilter	77
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DelimitedTermFrequencyTokenFilterFactory.java	org.apache.lucene.analysis.miscellaneous	DelimitedTermFrequencyTokenFilterFactory	org.apache.lucene.analysis.miscellaneous.DelimitedTermFrequencyTokenFilterFactory	66
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DateRecognizerFilter.java	org.apache.lucene.analysis.miscellaneous	DateRecognizerFilter	org.apache.lucene.analysis.miscellaneous.DateRecognizerFilter	64
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DropIfFlaggedFilterFactory.java	org.apache.lucene.analysis.miscellaneous	DropIfFlaggedFilterFactory	org.apache.lucene.analysis.miscellaneous.DropIfFlaggedFilterFactory	66
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/PerFieldAnalyzerWrapper.java	org.apache.lucene.analysis.miscellaneous	PerFieldAnalyzerWrapper	org.apache.lucene.analysis.miscellaneous.PerFieldAnalyzerWrapper	86
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/TruncateTokenFilterFactory.java	org.apache.lucene.analysis.miscellaneous	TruncateTokenFilterFactory	org.apache.lucene.analysis.miscellaneous.TruncateTokenFilterFactory	71
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/FixBrokenOffsetsFilterFactory.java	org.apache.lucene.analysis.miscellaneous	FixBrokenOffsetsFilterFactory	org.apache.lucene.analysis.miscellaneous.FixBrokenOffsetsFilterFactory	50
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ASCIIFoldingFilter.java	org.apache.lucene.analysis.miscellaneous	ASCIIFoldingFilter	org.apache.lucene.analysis.miscellaneous.ASCIIFoldingFilter	2116
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenOffsetFilterFactory.java	org.apache.lucene.analysis.miscellaneous	LimitTokenOffsetFilterFactory	org.apache.lucene.analysis.miscellaneous.LimitTokenOffsetFilterFactory	68
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DateRecognizerFilterFactory.java	org.apache.lucene.analysis.miscellaneous	DateRecognizerFilterFactory	org.apache.lucene.analysis.miscellaneous.DateRecognizerFilterFactory	91
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConditionalTokenFilterFactory.java	org.apache.lucene.analysis.miscellaneous	ConditionalTokenFilterFactory	org.apache.lucene.analysis.miscellaneous.ConditionalTokenFilterFactory	93
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ScandinavianNormalizationFilter.java	org.apache.lucene.analysis.miscellaneous	ScandinavianNormalizationFilter	org.apache.lucene.analysis.miscellaneous.ScandinavianNormalizationFilter	62
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/DropIfFlaggedFilter.java	org.apache.lucene.analysis.miscellaneous	DropIfFlaggedFilter	org.apache.lucene.analysis.miscellaneous.DropIfFlaggedFilter	50
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/PatternKeywordMarkerFilter.java	org.apache.lucene.analysis.miscellaneous	PatternKeywordMarkerFilter	org.apache.lucene.analysis.miscellaneous.PatternKeywordMarkerFilter	51
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenOffsetFilter.java	org.apache.lucene.analysis.miscellaneous	LimitTokenOffsetFilter	org.apache.lucene.analysis.miscellaneous.LimitTokenOffsetFilter	79
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConcatenateGraphFilter.java	org.apache.lucene.analysis.miscellaneous	ConcatenateGraphFilter	org.apache.lucene.analysis.miscellaneous.ConcatenateGraphFilter	404
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/ConcatenatingTokenStream.java	org.apache.lucene.analysis.miscellaneous	ConcatenatingTokenStream	org.apache.lucene.analysis.miscellaneous.ConcatenatingTokenStream	139
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/CodepointCountFilter.java	org.apache.lucene.analysis.miscellaneous	CodepointCountFilter	org.apache.lucene.analysis.miscellaneous.CodepointCountFilter	72
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/KeepWordFilterFactory.java	org.apache.lucene.analysis.miscellaneous	KeepWordFilterFactory	org.apache.lucene.analysis.miscellaneous.KeepWordFilterFactory	68
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/WordDelimiterGraphFilterFactory.java	org.apache.lucene.analysis.miscellaneous	WordDelimiterGraphFilterFactory	org.apache.lucene.analysis.miscellaneous.WordDelimiterGraphFilterFactory	229
analysis/common	prod	analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/LimitTokenCountFilterFactory.java	org.apache.lucene.analysis.miscellaneous	LimitTokenCountFilterFactory	org.apache.lucene.analysis.miscellaneous.LimitTokenCountFilterFactory	69
